year,country_name,athlete_name,medal_type,athlete_photo_url
2014,United States of America,Maddie BOWMAN,GOLD,https://olympics.com/en/athletes/maddie-bowman
2014,France,Marie MARTINOD,SILVER,https://olympics.com/en/athletes/marie-martinod
2014,Japan,Ayana ONOZUKA,BRONZE,https://olympics.com/en/athletes/ayana-onozuka
2014,Canada,Alexandre BILODEAU,GOLD,https://olympics.com/en/athletes/alexandre-bilodeau
2014,Canada,Mikael KINGSBURY,SILVER,https://olympics.com/en/athletes/mikael-kingsbury
2014,Russian Federation,Aleksandr SMYSHLIAEV,BRONZE,https://olympics.com/en/athletes/smyshliaev
2014,Canada,Justine DUFOUR-LAPOINTE,GOLD,https://olympics.com/en/athletes/justine-dufour-lapointe
2014,Canada,Chloe DUFOUR-LAPOINTE,SILVER,https://olympics.com/en/athletes/dufour-lapointe
2014,United States of America,Hannah KEARNEY,BRONZE,https://olympics.com/en/athletes/hannah-kearney
2014,Belarus,Alla TSUPER,GOLD,https://olympics.com/en/athletes/alla-tsuper
2014,People's Republic of China,Mengtao XU,SILVER,https://olympics.com/en/athletes/mengtao-xu
2014,Australia,Lydia LASSILA,BRONZE,https://olympics.com/en/athletes/lydia-lassila
2014,United States of America,Joss CHRISTENSEN,GOLD,https://olympics.com/en/athletes/joss-christensen
2014,United States of America,Gus KENWORTHY,SILVER,https://olympics.com/en/athletes/gus-kenworthy
2014,United States of America,Nicholas GOEPPER,BRONZE,https://olympics.com/en/athletes/nicholas-goepper
2014,Canada,Marielle THOMPSON,GOLD,https://olympics.com/en/athletes/marielle-thompson
2014,Canada,Kelsey SERWA,SILVER,https://olympics.com/en/athletes/kelsey-serwa
2014,Sweden,Anna HOLMLUND,BRONZE,https://olympics.com/en/athletes/anna-holmlund
2012,United States of America,Missy FRANKLIN,GOLD,https://olympics.com/en/athletes/missy-franklin
2012,Australia,Emily SEEBOHM,SILVER,https://olympics.com/en/athletes/emily-seebohm
2012,Japan,Aya TERAKAWA,BRONZE,https://olympics.com/en/athletes/aya-terakawa
2012,United States of America,Michael PHELPS,GOLD,https://olympics.com/en/athletes/michael-phelps-ii
2012,South Africa,Chad LE CLOS,SILVER,https://olympics.com/en/athletes/chad-le-clos
2012,Russian Federation,Evgeny KOROTYSHKIN,SILVER,https://olympics.com/en/athletes/evgeny-korotyshkin
2012,People's Republic of China,Shiwen YE,GOLD,https://olympics.com/en/athletes/shiwen-ye
2012,Australia,Alicia COUTTS,SILVER,https://olympics.com/en/athletes/alicia-coutts
2012,United States of America,Caitlin LEVERENZ,BRONZE,https://olympics.com/en/athletes/caitlin-leverenz
2012,United States of America,Tyler CLARY,GOLD,https://olympics.com/en/athletes/tyler-clary
2012,Japan,Ryosuke IRIE,SILVER,https://olympics.com/en/athletes/ryosuke-irie
2012,United States of America,Ryan LOCHTE,BRONZE,https://olympics.com/en/athletes/ryan-lochte
2012,Lithuania,Ruta MEILUTYTE,GOLD,https://olympics.com/en/athletes/ruta-meilutyte
2012,United States of America,Rebecca SONI,SILVER,https://olympics.com/en/athletes/rebecca-soni
2012,Japan,Satomi SUZUKI,BRONZE,https://olympics.com/en/athletes/satomi-suzuki
2012,Hungary,Daniel GYURTA,GOLD,https://olympics.com/en/athletes/daniel-gyurta
2012,Great Britain,Michael JAMIESON,SILVER,https://olympics.com/en/athletes/michael-jamieson
2012,Japan,Ryo TATEISHI,BRONZE,https://olympics.com/en/athletes/ryo-tateishi
2012,South Africa,Cameron VAN DER BURGH,GOLD,https://olympics.com/en/athletes/cameron-van-der-burgh
2012,Australia,Christian SPRENGER,SILVER,https://olympics.com/en/athletes/christian-sprenger-1
2012,United States of America,Brendan HANSEN,BRONZE,https://olympics.com/en/athletes/brendan-hansen
2012,United States of America,Matt GREVERS,GOLD,https://olympics.com/en/athletes/matt-grevers
2012,United States of America,Nick THOMAN,SILVER,https://olympics.com/en/athletes/nick-thoman
2012,Japan,Ryosuke IRIE,BRONZE,https://olympics.com/en/athletes/ryosuke-irie
2012,France,Florent MANAUDOU,GOLD,https://olympics.com/en/athletes/florent-manaudou
2012,United States of America,Cullen JONES,SILVER,https://olympics.com/en/athletes/cullen-jones
2012,Brazil,Cesar CIELO FILHO,BRONZE,https://olympics.com/en/athletes/cesar-cielo-filho
2012,People's Republic of China,Liuyang JIAO,GOLD,https://olympics.com/en/athletes/liuyang-jiao
2012,Spain,Mireia BELMONTE,SILVER,https://olympics.com/en/athletes/mireia-belmonte
2012,Japan,Natsumi HOSHI,BRONZE,https://olympics.com/en/athletes/natsumi-hoshi
2012,United States of America,Ryan LOCHTE,GOLD,https://olympics.com/en/athletes/ryan-lochte
2012,Brazil,Thiago PEREIRA,SILVER,https://olympics.com/en/athletes/thiago-pereira
2012,Japan,Kosuke HAGINO,BRONZE,https://olympics.com/en/athletes/kosuke-hagino
2012,United States of America,Allison SCHMITT,GOLD,https://olympics.com/en/athletes/allison-schmitt
2012,France,Camille MUFFAT,SILVER,https://olympics.com/en/athletes/camille-muffat
2012,Australia,Bronte BARRATT,BRONZE,https://olympics.com/en/athletes/bronte-barratt
2012,United States of America,Rebecca SONI,GOLD,https://olympics.com/en/athletes/rebecca-soni
2012,Japan,Satomi SUZUKI,SILVER,https://olympics.com/en/athletes/satomi-suzuki
2012,Russian Federation,Yuliya EFIMOVA,BRONZE,https://olympics.com/en/athletes/yuliya-efimova
2012,United States of America,Michael PHELPS,GOLD,https://olympics.com/en/athletes/michael-phelps-ii
2012,United States of America,Ryan LOCHTE,SILVER,https://olympics.com/en/athletes/ryan-lochte
2012,Hungary,Laszlo CSEH,BRONZE,https://olympics.com/en/athletes/laszlo-cseh-1
2012,United States of America,Dana VOLLMER,GOLD,https://olympics.com/en/athletes/dana-vollmer
2012,People's Republic of China,Ying LU,SILVER,https://olympics.com/en/athletes/ying-lu
2012,Australia,Alicia COUTTS,BRONZE,https://olympics.com/en/athletes/alicia-coutts
2012,France,Yannick AGNEL,GOLD,https://olympics.com/en/athletes/yannick-agnel
2012,Republic of Korea,Tae-Hwan PARK,SILVER,https://olympics.com/en/athletes/tae-hwan-park
2012,People's Republic of China,Yang SUN,SILVER,https://olympics.com/en/athletes/yang-sun
2012,United States of America,Katie LEDECKY,GOLD,https://olympics.com/en/athletes/katie-ledecky
2012,Spain,Mireia BELMONTE,SILVER,https://olympics.com/en/athletes/mireia-belmonte
2012,Great Britain,Rebecca ADLINGTON,BRONZE,https://olympics.com/en/athletes/rebecca-adlington
2012,Netherlands,Ranomi KROMOWIDJOJO,GOLD,https://olympics.com/en/athletes/ranomi-kromowidjojo
2012,Belarus,Aleksandra Gerasimenya,SILVER,
2012,Netherlands,Marleen VELDHUIS,BRONZE,https://olympics.com/en/athletes/marleen-veldhuis
2012,France,Camille MUFFAT,GOLD,https://olympics.com/en/athletes/camille-muffat
2012,United States of America,Allison SCHMITT,SILVER,https://olympics.com/en/athletes/allison-schmitt
2012,Great Britain,Rebecca ADLINGTON,BRONZE,https://olympics.com/en/athletes/rebecca-adlington
2012,People's Republic of China,Yang SUN,GOLD,https://olympics.com/en/athletes/yang-sun
2012,Canada,Ryan COCHRANE,SILVER,https://olympics.com/en/athletes/ryan-cochrane-1
2012,Tunisia,Oussama MALLOULI,BRONZE,https://olympics.com/en/athletes/oussama-mallouli
2012,United States of America,Nathan ADRIAN,GOLD,https://olympics.com/en/athletes/nathan-adrian
2012,Australia,James MAGNUSSEN,SILVER,https://olympics.com/en/athletes/james-magnussen
2012,Canada,Brent HAYDEN,BRONZE,https://olympics.com/en/athletes/brent-hayden
2012,South Africa,Chad LE CLOS,GOLD,https://olympics.com/en/athletes/chad-le-clos
2012,United States of America,Michael PHELPS,SILVER,https://olympics.com/en/athletes/michael-phelps-ii
2012,Japan,Takeshi MATSUDA,BRONZE,https://olympics.com/en/athletes/takeshi-matsuda
2012,Netherlands,Ranomi KROMOWIDJOJO,GOLD,https://olympics.com/en/athletes/ranomi-kromowidjojo
2012,Belarus,Aleksandra Gerasimenya,SILVER,
2012,People's Republic of China,Yi TANG,BRONZE,https://olympics.com/en/athletes/yi-tang
2012,People's Republic of China,Shiwen YE,GOLD,https://olympics.com/en/athletes/shiwen-ye
2012,United States of America,Elizabeth BEISEL,SILVER,https://olympics.com/en/athletes/elizabeth-beisel
2012,People's Republic of China,Xuanxu LI,BRONZE,https://olympics.com/en/athletes/xuanxu-li
2012,People's Republic of China,Yang SUN,GOLD,https://olympics.com/en/athletes/yang-sun
2012,Republic of Korea,Tae-Hwan PARK,SILVER,https://olympics.com/en/athletes/tae-hwan-park
2012,United States of America,Peter VANDERKAAY,BRONZE,https://olympics.com/en/athletes/peter-vanderkaay
2012,United States of America,Missy FRANKLIN,GOLD,https://olympics.com/en/athletes/missy-franklin
2012,Russian Federation,Anastasia ZUEVA,SILVER,https://olympics.com/en/athletes/anastasia-zueva
2012,United States of America,Elizabeth BEISEL,BRONZE,https://olympics.com/en/athletes/elizabeth-beisel
2012,People's Republic of China,Yuan CAO,GOLD,https://olympics.com/en/athletes/yuan-cao
2012,People's Republic of China,Yanquan ZHANG,GOLD,https://olympics.com/en/athletes/yanquan-zhang
2012,Mexico,Ivan GARCIA,SILVER,https://olympics.com/en/athletes/ivan-garcia
2012,Mexico,German SANCHEZ,SILVER,https://olympics.com/en/athletes/german-sanchez-2
2012,United States of America,David BOUDIA,BRONZE,https://olympics.com/en/athletes/david-boudia
2012,United States of America,Nicholas MCCRORY,BRONZE,https://olympics.com/en/athletes/nicholas-mccrory
2012,People's Republic of China,Ruolin CHEN,GOLD,https://olympics.com/en/athletes/ruolin-chen
2012,People's Republic of China,Hao WANG,GOLD,https://olympics.com/en/athletes/hao-wang-2
2012,Mexico,Paola ESPINOSA SANCHEZ,SILVER,https://olympics.com/en/athletes/paola-espinosa-sanchez
2012,Mexico,Alejandra OROZCO,SILVER,https://olympics.com/en/athletes/alejandra-orozco
2012,Canada,Meaghan BENFEITO,BRONZE,https://olympics.com/en/athletes/meaghan-benfeito
2012,Canada,Roseline FILION,BRONZE,https://olympics.com/en/athletes/roseline-filion
2012,Russian Federation,Ilya ZAKHAROV,GOLD,https://olympics.com/en/athletes/ilya-zakharov
2012,People's Republic of China,Kai QIN,SILVER,https://olympics.com/en/athletes/kai-qin
2012,People's Republic of China,Chong HE,BRONZE,https://olympics.com/en/athletes/chong-he
2012,People's Republic of China,Zi HE,GOLD,https://olympics.com/en/athletes/zi-he
2012,People's Republic of China,Minxia WU,GOLD,https://olympics.com/en/athletes/minxia-wu
2012,United States of America,Kelci BRYANT,SILVER,https://olympics.com/en/athletes/kelci-bryant
2012,United States of America,Abigail JOHNSTON,SILVER,https://olympics.com/en/athletes/abigail-johnston
2012,Canada,Jennifer ABEL,BRONZE,https://olympics.com/en/athletes/jennifer-abel
2012,Canada,Emilie HEYMANS,BRONZE,https://olympics.com/en/athletes/emilie-heymans
2012,People's Republic of China,Ruolin CHEN,GOLD,https://olympics.com/en/athletes/ruolin-chen
2012,Australia,Brittany BROBEN,SILVER,https://olympics.com/en/athletes/brittany-broben
2012,Malaysia,Pandelela Rinong PAMG,BRONZE,https://olympics.com/en/athletes/pandelela-rinong-pamg
2012,United States of America,David BOUDIA,GOLD,https://olympics.com/en/athletes/david-boudia
2012,People's Republic of China,Bo QIU,SILVER,https://olympics.com/en/athletes/bo-qiu
2012,Great Britain,Thomas DALEY,BRONZE,https://olympics.com/en/athletes/thomas-daley
2012,People's Republic of China,Minxia WU,GOLD,https://olympics.com/en/athletes/minxia-wu
2012,People's Republic of China,Zi HE,SILVER,https://olympics.com/en/athletes/zi-he
2012,Mexico,Laura Aleida SANCHEZ SOTO,BRONZE,https://olympics.com/en/athletes/laura-aleida-sanchez-soto
2012,People's Republic of China,Yutong LUO,GOLD,https://olympics.com/en/athletes/yutong-luo
2012,People's Republic of China,Kai QIN,GOLD,https://olympics.com/en/athletes/kai-qin
2012,Russian Federation,Evgenii KUZNETSOV,SILVER,https://olympics.com/en/athletes/evgenii-kuznetsov
2012,Russian Federation,Ilya ZAKHAROV,SILVER,https://olympics.com/en/athletes/ilya-zakharov
2012,United States of America,Troy DUMAIS,BRONZE,https://olympics.com/en/athletes/troy-dumais
2012,United States of America,Kristian IPSEN,BRONZE,https://olympics.com/en/athletes/kristian-ipsen
2012,Switzerland,Steve GUERDAT,GOLD,https://olympics.com/en/athletes/steve-guerdat
2012,Netherlands,Gerco SCHRODER,SILVER,https://olympics.com/en/athletes/gerco-schroder
2012,Ireland,Cian O'CONNOR,BRONZE,https://olympics.com/en/athletes/cian-o-connor
2012,France,Emilie FER,GOLD,https://olympics.com/en/athletes/emilie-fer
2012,Australia,Jessica FOX,SILVER,https://olympics.com/en/athletes/jessica-fox
2012,Spain,Maialen CHOURRAUT,BRONZE,https://olympics.com/en/athletes/maialen-chourraut
2012,Italy,Daniele MOLMENTI,GOLD,https://olympics.com/en/athletes/daniele-molmenti
2012,Czech Republic,Vavrinec HRADILEK,SILVER,https://olympics.com/en/athletes/vavrinec-hradilek
2012,Germany,Hannes AIGNER,BRONZE,https://olympics.com/en/athletes/hannes-aigner
2012,Great Britain,Tim BAILLIE,GOLD,https://olympics.com/en/athletes/tim-baillie
2012,Great Britain,Etienne STOTT,GOLD,https://olympics.com/en/athletes/etienne-stott
2012,Great Britain,David FLORENCE,SILVER,https://olympics.com/en/athletes/david-florence
2012,Great Britain,Richard HOUNSLOW,SILVER,https://olympics.com/en/athletes/richard-hounslow
2012,Slovakia,Pavol HOCHSCHORNER,BRONZE,https://olympics.com/en/athletes/pavol-hochschorner
2012,Slovakia,Peter HOCHSCHORNER,BRONZE,https://olympics.com/en/athletes/peter-hochschorner
2012,France,Tony ESTANGUET,GOLD,https://olympics.com/en/athletes/tony-estanguet
2012,Germany,Sideris TASIADIS,SILVER,https://olympics.com/en/athletes/sideris-tasiadis
2012,Slovakia,Michal MARTIKAN,BRONZE,https://olympics.com/en/athletes/michal-martikan
2012,Czech Republic,Jaroslav KULHAVY,GOLD,https://olympics.com/en/athletes/jaroslav-kulhavy
2012,Switzerland,Nino SCHURTER,SILVER,https://olympics.com/en/athletes/nino-schurter
2012,Italy,Marco Aurelio FONTANA,BRONZE,https://olympics.com/en/athletes/marco-aurelio-fontana
2012,France,Julie BRESSET,GOLD,https://olympics.com/en/athletes/julie-bresset
2012,Germany,Sabine SPITZ,SILVER,https://olympics.com/en/athletes/sabine-spitz
2012,United States of America,Georgia GOULD,BRONZE,https://olympics.com/en/athletes/georgia-gould
2012,Russian Federation,Natalia ISHCHENKO,GOLD,https://olympics.com/en/athletes/natalia-ishchenko
2012,Russian Federation,Svetlana ROMASHINA,GOLD,https://olympics.com/en/athletes/svetlana-romashina
2012,Spain,Ona CARBONELL,SILVER,https://olympics.com/en/athletes/ona-carbonell
2012,Spain,Andrea FUENTES FACHE,SILVER,https://olympics.com/en/athletes/andrea-fuentes-fache
2012,People's Republic of China,Xuechen HUANG,BRONZE,https://olympics.com/en/athletes/xuechen-huang
2012,People's Republic of China,Ou LIU,BRONZE,https://olympics.com/en/athletes/ou-liu
2012,Colombia,Mariana PAJON,GOLD,https://olympics.com/en/athletes/mariana-pajon
2012,New Zealand,Sarah WALKER,SILVER,https://olympics.com/en/athletes/sarah-walker
2012,Netherlands,Laura SMULDERS,BRONZE,https://olympics.com/en/athletes/laura-smulders
2012,Latvia,Maris STROMBERGS,GOLD,https://olympics.com/en/athletes/maris-strombergs
2012,Australia,Sam WILLOUGHBY,SILVER,https://olympics.com/en/athletes/sam-willoughby
2012,Colombia,Carlos Mario OQUENDO ZABALA,BRONZE,https://olympics.com/en/athletes/carlos-mario-oquendo-zabala
2012,Australia,Iain JENSEN,GOLD,https://olympics.com/en/athletes/iain-jensen
2012,Australia,Nathan OUTTERIDGE,GOLD,https://olympics.com/en/athletes/nathan-outteridge
2012,New Zealand,Peter BURLING,SILVER,https://olympics.com/en/athletes/peter-burling
2012,New Zealand,Blair TUKE,SILVER,https://olympics.com/en/athletes/blair-tuke
2012,Denmark,Peter LANG,BRONZE,https://olympics.com/en/athletes/peter-lang-1
2012,Denmark,Allan NORREGAARD,BRONZE,https://olympics.com/en/athletes/allan-norregaard
2012,Australia,Mathew BELCHER,GOLD,https://olympics.com/en/athletes/mathew-belcher
2012,Australia,Malcolm PAGE,GOLD,https://olympics.com/en/athletes/malcolm-page
2012,Great Britain,Stuart BITHELL,SILVER,https://olympics.com/en/athletes/stuart-bithell
2012,Great Britain,Luke PATIENCE,SILVER,https://olympics.com/en/athletes/luke-patience
2012,Argentina,Lucas CALABRESE,BRONZE,https://olympics.com/en/athletes/lucas-calabrese
2012,Argentina,Juan Maria DE LA FUENTE,BRONZE,https://olympics.com/en/athletes/juan-maria-de-la-fuente
2012,Netherlands,Dorian VAN RIJSSELBERGHE,GOLD,https://olympics.com/en/athletes/dorian-van-rijsselberghe
2012,Great Britain,Nick DEMPSEY,SILVER,https://olympics.com/en/athletes/nick-dempsey-1
2012,Poland,Przemyslaw MIARCZYNSKI,BRONZE,https://olympics.com/en/athletes/przemyslaw-miarczynski
2012,People's Republic of China,Lijia XU,GOLD,https://olympics.com/en/athletes/lijia-xu
2012,Netherlands,Marit BOUWMEESTER,SILVER,https://olympics.com/en/athletes/marit-bouwmeester
2012,Belgium,Evi VAN ACKER,BRONZE,https://olympics.com/en/athletes/evi-van-acker
2012,Spain,Marina ALABAU NEIRA,GOLD,https://olympics.com/en/athletes/marina-alabau-neira
2012,Finland,Tuuli PETAJA-SIREN,SILVER,https://olympics.com/en/athletes/tuuli-petaja-siren
2012,Poland,Zofia NOCETI-KLEPACKA,BRONZE,https://olympics.com/en/athletes/zofia-noceti-klepacka
2012,Sweden,Max SALMINEN,GOLD,https://olympics.com/en/athletes/max-salminen
2012,Sweden,Fredrik LOOF,GOLD,https://olympics.com/en/athletes/fredrik-loof
2012,Great Britain,Iain PERCY,SILVER,https://olympics.com/en/athletes/iain-percy
2012,Great Britain,Andrew SIMPSON,SILVER,https://olympics.com/en/athletes/andrew-simpson
2012,Brazil,Bruno PRADA,BRONZE,https://olympics.com/en/athletes/bruno-prada
2012,Brazil,Robert SCHEIDT,BRONZE,https://olympics.com/en/athletes/robert-scheidt
2012,Australia,Tom SLINGSBY,GOLD,https://olympics.com/en/athletes/tom-slingsby
2012,Cyprus,Pavlos KONTIDES,SILVER,https://olympics.com/en/athletes/pavlos-kontides
2012,Sweden,Rasmus MYRGREN,BRONZE,https://olympics.com/en/athletes/rasmus-myrgren
2012,New Zealand,Jo ALEH,GOLD,https://olympics.com/en/athletes/jo-aleh
2012,New Zealand,Polly POWRIE,GOLD,https://olympics.com/en/athletes/polly-powrie
2012,Great Britain,Saskia CLARK,SILVER,https://olympics.com/en/athletes/saskia-clark
2012,Great Britain,Hannah MILLS,SILVER,https://olympics.com/en/athletes/hannah-mills
2012,Netherlands,Lobke BERKHOUT,BRONZE,https://olympics.com/en/athletes/lobke-berkhout
2012,Netherlands,Lisa WESTERHOF,BRONZE,https://olympics.com/en/athletes/lisa-westerhof
2012,Great Britain,Ben AINSLIE,GOLD,https://olympics.com/en/athletes/ben-ainslie
2012,Denmark,Jonas HOEGH-CHRISTENSEN,SILVER,https://olympics.com/en/athletes/jonas-hoegh-christensen
2012,France,Jonathan LOBERT,BRONZE,https://olympics.com/en/athletes/jonathan-lobert
2012,Kazakhstan,Olga RYPAKOVA,GOLD,https://olympics.com/en/athletes/olga-rypakova
2012,Colombia,Caterine IBARGUEN,SILVER,https://olympics.com/en/athletes/caterine-ibarguen
2012,Ukraine,Olha SALADUHA,BRONZE,https://olympics.com/en/athletes/olha-saladuha
2012,Australia,Jared TALLENT,GOLD,https://olympics.com/en/athletes/jared-tallent
2012,People's Republic of China,Tianfeng SI,SILVER,https://olympics.com/en/athletes/tianfeng-si
2012,Ireland,Robert HEFFERNAN,BRONZE,https://olympics.com/en/athletes/robert-heffernan-1
2012,Tunisia,Habiba GHRIBI,GOLD,https://olympics.com/en/athletes/habiba-ghribi
2012,Ethiopia,Sofia ASSEFA,SILVER,https://olympics.com/en/athletes/sofia-assefa
2012,Kenya,Milcah Chemos CHEYWA,BRONZE,https://olympics.com/en/athletes/milcah-chemos-cheywa
2012,Kenya,David RUDISHA,GOLD,https://olympics.com/en/athletes/david-rudisha
2012,Botswana,Nijel AMOS,SILVER,https://olympics.com/en/athletes/nijel-amos
2012,Kenya,Timothy KITUM,BRONZE,https://olympics.com/en/athletes/timothy-kitum
2012,Great Britain,Mohamed FARAH,GOLD,https://olympics.com/en/athletes/mohamed-farah
2012,United States of America,Galen RUPP,SILVER,https://olympics.com/en/athletes/galen-rupp
2012,Ethiopia,Tariku BEKELE,BRONZE,https://olympics.com/en/athletes/tariku-bekele
2012,New Zealand,Valerie ADAMS,GOLD,https://olympics.com/en/athletes/valerie-adams
2012,People's Republic of China,Lijiao GONG,SILVER,https://olympics.com/en/athletes/lijiao-gong
2012,People's Republic of China,Ling LI,BRONZE,https://olympics.com/en/athletes/ling-li-1
2012,Poland,Tomasz MAJEWSKI,GOLD,https://olympics.com/en/athletes/tomasz-majewski
2012,Germany,David STORL,SILVER,https://olympics.com/en/athletes/david-storl
2012,United States of America,Reese HOFFA,BRONZE,https://olympics.com/en/athletes/reese-hoffa
2012,Algeria,Taoufik MAKHLOUFI,GOLD,https://olympics.com/en/athletes/taoufik-makhloufi
2012,United States of America,Leonel MANZANO,SILVER,https://olympics.com/en/athletes/leonel-manzano
2012,Morocco,Abdalaati IGUIDER,BRONZE,https://olympics.com/en/athletes/abdalaati-iguider
2012,United States of America,Christian TAYLOR,GOLD,https://olympics.com/en/athletes/christian-taylor
2012,United States of America,Will CLAYE,SILVER,https://olympics.com/en/athletes/will-claye
2012,Italy,Fabrizio DONATO,BRONZE,https://olympics.com/en/athletes/fabrizio-donato
2012,Hungary,Krisztian PARS,GOLD,https://olympics.com/en/athletes/krisztian-pars
2012,Slovenia,Primoz KOZMUS,SILVER,https://olympics.com/en/athletes/primoz-kozmus
2012,Japan,Koji MUROFUSHI,BRONZE,https://olympics.com/en/athletes/koji-murofushi
2012,Russian Federation,Elena LASHMANOVA,GOLD,https://olympics.com/en/athletes/elena-lashmanova
2012,People's Republic of China,Shijie QIEYANG,SILVER,https://olympics.com/en/athletes/shijie-qieyang
2012,People's Republic of China,Hong LIU,BRONZE,https://olympics.com/en/athletes/hong-liu
2012,Poland,Anita WLODARCZYK,GOLD,https://olympics.com/en/athletes/anita-wlodarczyk
2012,Germany,Betty HEIDLER,SILVER,https://olympics.com/en/athletes/betty-heidler
2012,People's Republic of China,Wenxiu ZHANG,BRONZE,https://olympics.com/en/athletes/wenxiu-zhang
2012,Jamaica,Usain BOLT,GOLD,https://olympics.com/en/athletes/usain-bolt
2012,Jamaica,Yohan BLAKE,SILVER,https://olympics.com/en/athletes/yohan-blake
2012,United States of America,Justin GATLIN,BRONZE,https://olympics.com/en/athletes/justin-gatlin
2012,France,Renaud LAVILLENIE,GOLD,https://olympics.com/en/athletes/renaud-lavillenie
2012,Germany,Bjorn OTTO,SILVER,https://olympics.com/en/athletes/bjorn-otto
2012,Germany,Raphael Marcel HOLZDEPPE,BRONZE,https://olympics.com/en/athletes/raphael-marcel-holzdeppe
2012,Great Britain,Greg RUTHERFORD,GOLD,https://olympics.com/en/athletes/greg-rutherford
2012,Australia,Mitchell WATT,SILVER,https://olympics.com/en/athletes/mitchell-watt
2012,United States of America,Will CLAYE,BRONZE,https://olympics.com/en/athletes/will-claye
2012,Australia,Sally PEARSON,GOLD,https://olympics.com/en/athletes/sally-pearson
2012,United States of America,Dawn HARPER,SILVER,https://olympics.com/en/athletes/dawn-harper
2012,United States of America,Kellie WELLS,BRONZE,https://olympics.com/en/athletes/kellie-wells
2012,Jamaica,Shelly-Ann FRASER-PRYCE,GOLD,https://olympics.com/en/athletes/shelly-ann-fraser-pryce
2012,United States of America,Carmelita JETER,SILVER,https://olympics.com/en/athletes/carmelita-jeter
2012,Jamaica,Veronica Campbell-Brown,BRONZE,
2012,Croatia,Sandra PERKOVIC,GOLD,https://olympics.com/en/athletes/sandra-perkovic
2012,People's Republic of China,Yanfeng LI,SILVER,https://olympics.com/en/athletes/yanfeng-li
2012,Cuba,Yarelys BARRIOS,BRONZE,https://olympics.com/en/athletes/yarelys-barrios
2012,United States of America,Brittney REESE,GOLD,https://olympics.com/en/athletes/brittney-reese
2012,Russian Federation,Elena SOKOLOVA,SILVER,https://olympics.com/en/athletes/elena-sokolova
2012,United States of America,Janay DELOACH,BRONZE,https://olympics.com/en/athletes/janay-deloach
2012,Germany,Robert HARTING,GOLD,https://olympics.com/en/athletes/robert-harting
2012,Islamic Republic of Iran,Ehsan HADADI,SILVER,https://olympics.com/en/athletes/ehsan-hadadi
2012,Estonia,Gerd KANTER,BRONZE,https://olympics.com/en/athletes/gerd-kanter
2012,Trinidad and Tobago,Keshorn WALCOTT,GOLD,https://olympics.com/en/athletes/keshorn-walcott
2012,Finland,Antti RUUSKANEN,SILVER,https://olympics.com/en/athletes/antti-ruuskanen
2012,Czech Republic,Vitezslav VESELY,BRONZE,https://olympics.com/en/athletes/vitezslav-vesely
2012,United States of America,Allyson FELIX,GOLD,https://olympics.com/en/athletes/allyson-felix
2012,Jamaica,Shelly-Ann FRASER-PRYCE,SILVER,https://olympics.com/en/athletes/shelly-ann-fraser-pryce
2012,United States of America,Carmelita JETER,BRONZE,https://olympics.com/en/athletes/carmelita-jeter
2012,United States of America,Sanya RICHARDS-ROSS,GOLD,https://olympics.com/en/athletes/sanya-richards-ross
2012,Great Britain,Christine OHURUOGU,SILVER,https://olympics.com/en/athletes/christine-ohuruogu
2012,United States of America,DeeDee TROTTER,BRONZE,https://olympics.com/en/athletes/deedee-trotter
2012,United States of America,Aries MERRITT,GOLD,https://olympics.com/en/athletes/aries-merritt
2012,United States of America,Jason RICHARDSON,SILVER,https://olympics.com/en/athletes/jason-richardson
2012,Jamaica,Hansle PARCHMENT,BRONZE,https://olympics.com/en/athletes/hansle-parchment
2012,Grenada,Kirani JAMES,GOLD,https://olympics.com/en/athletes/kirani-james
2012,Dominican Republic,Luguelin SANTOS,SILVER,https://olympics.com/en/athletes/luguelin-santos-1
2012,Trinidad and Tobago,Lalonde GORDON,BRONZE,https://olympics.com/en/athletes/lalonde-gordon
2012,United States of America,Erik KYNARD,SILVER,https://olympics.com/en/athletes/erik-kynard
2012,Qatar,Mutaz Essa BARSHIM,BRONZE,https://olympics.com/en/athletes/mutaz-essa-barshim
2012,Canada,Derek DROUIN,BRONZE,https://olympics.com/en/athletes/derek-drouin
2012,Great Britain,Robert GRABARZ,BRONZE,https://olympics.com/en/athletes/robert-grabarz
2012,Ethiopia,Tiki GELANA,GOLD,https://olympics.com/en/athletes/tiki-gelana
2012,Kenya,Priscah JEPTOO,SILVER,https://olympics.com/en/athletes/priscah-jeptoo
2012,Russian Federation,Tatyana ARKHIPOVA,BRONZE,https://olympics.com/en/athletes/tatyana-arkhipova
2012,Russian Federation,Natalya ANTYUKH,GOLD,https://olympics.com/en/athletes/natalya-antyukh
2012,United States of America,Lashinda DEMUS,SILVER,https://olympics.com/en/athletes/lashinda-demus
2012,Czech Republic,Zuzana HEJNOVA,BRONZE,https://olympics.com/en/athletes/zuzana-hejnova
2012,Great Britain,Jessica ENNIS,GOLD,https://olympics.com/en/athletes/jessica-ennis
2012,Germany,Lilli SCHWARZKOPF,SILVER,https://olympics.com/en/athletes/lilli-schwarzkopf
2012,Lithuania,Austra SKUJYTE,BRONZE,https://olympics.com/en/athletes/austra-skujyte
2012,Kenya,Ezekiel KEMBOI,GOLD,https://olympics.com/en/athletes/ezekiel-kemboi
2012,France,Mahiedine MEKHISSI,SILVER,https://olympics.com/en/athletes/mahiedine-mekhissi
