year,country_name,athlete_name,medal_type,athlete_photo_url
1984,Yugoslavia,Azis SALIHU,BRONZE,https://olympics.com/en/athletes/azis-salihu
1984,Republic of Korea,Jun-Seop Sin,GOLD,
1984,United States of America,Virgil Eugene HILL,SILVER,https://olympics.com/en/athletes/virgil-eugene-hill
1984,Algeria,Mohamed ZAOUI,BRONZE,https://olympics.com/en/athletes/mohamed-zaoui
1984,Puerto Rico,Aristides GONZALEZ,BRONZE,https://olympics.com/en/athletes/aristides-gonzalez
1984,United States of America,Darrell Owen PACE,GOLD,https://olympics.com/en/athletes/darrell-owen-pace
1984,United States of America,Richard Lee MCKINNEY,SILVER,https://olympics.com/en/athletes/richard-lee-mckinney
1984,Japan,Hiroshi YAMAMOTO,BRONZE,https://olympics.com/en/athletes/hiroshi-yamamoto
1984,Republic of Korea,Hyang-Soon SEO,GOLD,https://olympics.com/en/athletes/hyang-soon-seo
1984,People's Republic of China,Ling-Juan LI,SILVER,https://olympics.com/en/athletes/ling-juan-li
1984,Republic of Korea,Jin-Ho KIM,BRONZE,https://olympics.com/en/athletes/jin-ho-kim
1984,Canada,Lori FUNG,GOLD,https://olympics.com/en/athletes/lori-fung
1984,Romania,Doina STAICULESCU,SILVER,https://olympics.com/en/athletes/doina-staiculescu
1984,Federal Republic of Germany,Regina WEBER,BRONZE,https://olympics.com/en/athletes/regina-weber
1984,Federal Republic of Germany,Peter ANGERER,GOLD,https://olympics.com/en/athletes/peter-angerer
1984,German Democratic Republic (Germany),Frank-Peter ROETSCH,SILVER,https://olympics.com/en/athletes/frank-peter-roetsch
1984,Norway,Eirik KVALFOSS,BRONZE,https://olympics.com/en/athletes/eirik-kvalfoss
1984,Norway,Eirik KVALFOSS,GOLD,https://olympics.com/en/athletes/eirik-kvalfoss
1984,Federal Republic of Germany,Peter ANGERER,SILVER,https://olympics.com/en/athletes/peter-angerer
1984,German Democratic Republic (Germany),Matthias JACOB,BRONZE,https://olympics.com/en/athletes/matthias-jacob
1984,Federal Republic of Germany,Hans STANGASSINGER,GOLD,https://olympics.com/en/athletes/hans-stangassinger
1984,Federal Republic of Germany,Franz WEMBACHER,GOLD,https://olympics.com/en/athletes/franz-wembacher
1984,Soviet Union,Yevgeny Belousov,SILVER,
1984,Soviet Union,Aleksandr BELIAKOV,SILVER,https://olympics.com/en/athletes/aleksandr-beliakov
1984,German Democratic Republic (Germany),Jörg HOFFMANN,BRONZE,https://olympics.com/en/athletes/jorg-hoffmann
1984,German Democratic Republic (Germany),Jochen PIETZSCH,BRONZE,https://olympics.com/en/athletes/jochen-pietzsch
1984,Italy,Paul HILDGARTNER,GOLD,https://olympics.com/en/athletes/paul-hildgartner
1984,Soviet Union,Sergey DANILIN,SILVER,https://olympics.com/en/athletes/sergey-danilin
1984,Soviet Union,Valery DUDIN,BRONZE,https://olympics.com/en/athletes/valery-dudin
1984,German Democratic Republic (Germany),Steffi WALTER,GOLD,https://olympics.com/en/athletes/steffi-walter
1984,German Democratic Republic (Germany),Bettina SCHMIDT,SILVER,https://olympics.com/en/athletes/bettina-schmidt
1984,German Democratic Republic (Germany),Ute OBERHOFFNER,BRONZE,https://olympics.com/en/athletes/ute-oberhoffner
1984,Norway,Tom SANDBERG,GOLD,https://olympics.com/en/athletes/tom-sandberg
1984,Finland,Jouko KARJALAINEN,SILVER,https://olympics.com/en/athletes/jouko-karjalainen
1984,Finland,Jukka YLIPULLI,BRONZE,https://olympics.com/en/athletes/jukka-ylipulli
1984,Switzerland,Michela FIGINI,GOLD,https://olympics.com/en/athletes/michela-figini
1984,Switzerland,Maria WALLISER,SILVER,https://olympics.com/en/athletes/maria-walliser
1984,Czechoslovakia,Olga CHARVATOVA,BRONZE,https://olympics.com/en/athletes/olga-charvatova
1984,United States of America,Debbie ARMSTRONG,GOLD,https://olympics.com/en/athletes/debbie-armstrong
1984,United States of America,Christin COOPER,SILVER,https://olympics.com/en/athletes/christin-cooper
1984,France,Perrine PELEN,BRONZE,https://olympics.com/en/athletes/perrine-pelen
1984,Switzerland,Max JULEN,GOLD,https://olympics.com/en/athletes/max-julen
1984,Yugoslavia,Jure FRANKO,SILVER,https://olympics.com/en/athletes/jure-franko
1984,Liechtenstein,Andreas WENZEL,BRONZE,https://olympics.com/en/athletes/andreas-wenzel
1984,United States of America,William JOHNSON,GOLD,https://olympics.com/en/athletes/william-johnson
1984,Switzerland,Peter MÜLLER,SILVER,https://olympics.com/en/athletes/peter-muller-2
1984,Austria,Anton STEINER,BRONZE,https://olympics.com/en/athletes/anton-steiner
1984,United States of America,Phil Mahre,GOLD,
1984,United States of America,Steve Mahre,SILVER,
1984,France,Didier BOUVET,BRONZE,https://olympics.com/en/athletes/didier-bouvet
1984,Italy,Paola Magoni-Sforza,GOLD,
1984,France,Perrine PELEN,SILVER,https://olympics.com/en/athletes/perrine-pelen
1984,Liechtenstein,Ursula KONZETT,BRONZE,https://olympics.com/en/athletes/ursula-konzett
1984,German Democratic Republic (Germany),Christa LUDING-ROTHENBURGER,GOLD,https://olympics.com/en/athletes/christa-luding
1984,German Democratic Republic (Germany),Karin ENKE,SILVER,https://olympics.com/en/athletes/karin-kania
1984,Soviet Union,Nataliya Shive-Glebova,BRONZE,
1984,Sweden,Tomas GUSTAFSON,GOLD,https://olympics.com/en/athletes/tomas-gustafson
1984,Soviet Union,Igor MALKOV,SILVER,https://olympics.com/en/athletes/igor-malkov
1984,German Democratic Republic (Germany),René SCHÖFISCH,BRONZE,https://olympics.com/en/athletes/rene-schofisch
1984,German Democratic Republic (Germany),Karin ENKE,GOLD,https://olympics.com/en/athletes/karin-kania
1984,German Democratic Republic (Germany),Andrea EHRIG,SILVER,https://olympics.com/en/athletes/andrea-ehrig
1984,Soviet Union,Nataliya Petrusyova,BRONZE,
1984,Canada,Gaetan BOUCHER,GOLD,https://olympics.com/en/athletes/gaetan-boucher
1984,Soviet Union,Sergey KHLEBNIKOV,SILVER,https://olympics.com/en/athletes/sergey-khlebnikov
1984,Norway,Kai Arne ENGELSTAD,BRONZE,https://olympics.com/en/athletes/kai-arne-engelstad
1984,German Democratic Republic (Germany),Karin ENKE,GOLD,https://olympics.com/en/athletes/karin-kania
1984,German Democratic Republic (Germany),Andrea EHRIG,SILVER,https://olympics.com/en/athletes/andrea-ehrig
1984,Soviet Union,Nataliya Petrusyova,BRONZE,
1984,German Democratic Republic (Germany),Andrea EHRIG,GOLD,https://olympics.com/en/athletes/andrea-ehrig
1984,German Democratic Republic (Germany),Karin ENKE,SILVER,https://olympics.com/en/athletes/karin-kania
1984,German Democratic Republic (Germany),Gabi ZANGE,BRONZE,https://olympics.com/en/athletes/gabi-zange
1984,Soviet Union,Igor MALKOV,GOLD,https://olympics.com/en/athletes/igor-malkov
1984,Sweden,Tomas GUSTAFSON,SILVER,https://olympics.com/en/athletes/tomas-gustafson
1984,German Democratic Republic (Germany),René SCHÖFISCH,BRONZE,https://olympics.com/en/athletes/rene-schofisch
1984,Soviet Union,Sergey FOKICHEV,GOLD,https://olympics.com/en/athletes/sergey-fokichev
1984,Japan,Yoshihiro KITAZAWA,SILVER,https://olympics.com/en/athletes/yoshihiro-kitazawa
1984,Canada,Gaetan BOUCHER,BRONZE,https://olympics.com/en/athletes/gaetan-boucher
1984,Canada,Gaetan BOUCHER,GOLD,https://olympics.com/en/athletes/gaetan-boucher
1984,Soviet Union,Sergey KHLEBNIKOV,SILVER,https://olympics.com/en/athletes/sergey-khlebnikov
1984,Soviet Union,Oleg BOZHYEV,BRONZE,https://olympics.com/en/athletes/oleg-bozhyev
1984,German Democratic Republic (Germany),Jens WEISSFLOG,GOLD,https://olympics.com/en/athletes/jens-weissflog
1984,Finland,Matti NYKANEN,SILVER,https://olympics.com/en/athletes/matti-nykanen
1984,Finland,Jari PUIKKONEN,BRONZE,https://olympics.com/en/athletes/jari-puikkonen
1984,Finland,Matti NYKANEN,GOLD,https://olympics.com/en/athletes/matti-nykanen
1984,German Democratic Republic (Germany),Jens WEISSFLOG,SILVER,https://olympics.com/en/athletes/jens-weissflog
1984,Czechoslovakia,Pavel PLOC,BRONZE,https://olympics.com/en/athletes/pavel-ploc
1984,Soviet Union,Nikolay ZIMYATOV,GOLD,https://olympics.com/en/athletes/nikolay-zimyatov
1984,Soviet Union,Aleksandr ZAVYALOV,SILVER,https://olympics.com/en/athletes/aleksandr-zavyalov
1984,Sweden,Gunde Anders SVAN,BRONZE,https://olympics.com/en/athletes/gunde-anders-svan
1984,Finland,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,GOLD,https://olympics.com/en/athletes/marja-liisa-kirvesniemi
1984,Soviet Union,Raisa SMETANINA,SILVER,https://olympics.com/en/athletes/raisa-smetanina
1984,Norway,Anne JAHREN,BRONZE,https://olympics.com/en/athletes/anne-jahren
1984,Finland,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,GOLD,https://olympics.com/en/athletes/marja-liisa-kirvesniemi
1984,Soviet Union,Raisa SMETANINA,SILVER,https://olympics.com/en/athletes/raisa-smetanina
1984,Norway,Brit PETTERSEN,BRONZE,https://olympics.com/en/athletes/brit-pettersen
1984,Sweden,Gunde Anders SVAN,GOLD,https://olympics.com/en/athletes/gunde-anders-svan
1984,Finland,Aki KARVONEN,SILVER,https://olympics.com/en/athletes/aki-karvonen
1984,Finland,Harri KIRVESNIEMI,BRONZE,https://olympics.com/en/athletes/harri-kirvesniemi
1984,Sweden,Thomas WASSBERG,GOLD,https://olympics.com/en/athletes/thomas-wassberg
1984,Sweden,Gunde Anders SVAN,SILVER,https://olympics.com/en/athletes/gunde-anders-svan
1984,Finland,Aki KARVONEN,BRONZE,https://olympics.com/en/athletes/aki-karvonen
1984,Finland,Marja-Liisa KIRVESNIEMI HAEMAELAEINEN,GOLD,https://olympics.com/en/athletes/marja-liisa-kirvesniemi
1984,Norway,Berit AUNLI,SILVER,https://olympics.com/en/athletes/berit-aunli
1984,Czechoslovakia,Kvetoslava JERIOVA,BRONZE,https://olympics.com/en/athletes/kvetoslava-jeriova
1984,German Democratic Republic (Germany),Wolfgang HOPPE,GOLD,https://olympics.com/en/athletes/wolfgang-hoppe
1984,German Democratic Republic (Germany),Dietmar SCHAUERHAMMER,GOLD,https://olympics.com/en/athletes/dietmar-schauerhammer
1984,German Democratic Republic (Germany),Bernhard LEHMANN,SILVER,https://olympics.com/en/athletes/bernhard-lehmann
1984,German Democratic Republic (Germany),Bogdan MUSIOL,SILVER,https://olympics.com/en/athletes/bogdan-musiol
1984,Soviet Union,Zintis EKMANIS,BRONZE,https://olympics.com/en/athletes/zintis-ekmanis
1984,Soviet Union,Vladimir ALEKSANDROV,BRONZE,https://olympics.com/en/athletes/vladimir-aleksandrov
1984,Soviet Union,Yelena VALOVA,GOLD,https://olympics.com/en/athletes/yelena-valova
1984,Soviet Union,Oleg VASILYEV,GOLD,https://olympics.com/en/athletes/oleg-vasilyev
1984,United States of America,Kitty CARRUTHERS,SILVER,https://olympics.com/en/athletes/kitty-carruthers
1984,United States of America,Peter CARRUTHERS,SILVER,https://olympics.com/en/athletes/peter-carruthers
1984,Soviet Union,Larisa SELEZNYOVA,BRONZE,https://olympics.com/en/athletes/larisa-seleznyova
1984,Soviet Union,Oleg MAKAROV,BRONZE,https://olympics.com/en/athletes/oleg-makarov
1984,German Democratic Republic (Germany),Katarina WITT,GOLD,https://olympics.com/en/athletes/katarina-witt
1984,United States of America,Rosalyn SUMNERS,SILVER,https://olympics.com/en/athletes/rosalyn-sumners
1984,Soviet Union,Kira IVANOVA,BRONZE,https://olympics.com/en/athletes/kira-ivanova
1984,Great Britain,Jayne TORVILL,GOLD,https://olympics.com/en/athletes/jayne-torvill
1984,Great Britain,Christopher DEAN,GOLD,https://olympics.com/en/athletes/christopher-dean
1984,Soviet Union,Natalya BESTEMYANOVA,SILVER,https://olympics.com/en/athletes/natalya-bestemyanova
1984,Soviet Union,Andrey BUKIN,SILVER,https://olympics.com/en/athletes/andrey-bukin
1984,Soviet Union,Marina KLIMOVA,BRONZE,https://olympics.com/en/athletes/marina-klimova
1984,Soviet Union,Sergey PONOMARENKO,BRONZE,https://olympics.com/en/athletes/sergey-ponomarenko
1984,United States of America,Scott HAMILTON,GOLD,https://olympics.com/en/athletes/scott-hamilton
1984,Canada,Brian ORSER,SILVER,https://olympics.com/en/athletes/brian-orser
1984,Czechoslovakia,Josef SABOVCIK,BRONZE,https://olympics.com/en/athletes/josef-sabovcik
1980,Soviet Union,Sultan RAKHMANOV,GOLD,https://olympics.com/en/athletes/sultan-rakhmanov
1980,German Democratic Republic (Germany),Jürgen HEUSER,SILVER,https://olympics.com/en/athletes/jurgen-heuser
1980,Poland,Tadeusz RUTKOWSKI,BRONZE,https://olympics.com/en/athletes/tadeusz-rutkowski
1980,Czechoslovakia,Ota ZAREMBA,GOLD,https://olympics.com/en/athletes/ota-zaremba
1980,Soviet Union,Igor NIKITIN,SILVER,https://olympics.com/en/athletes/igor-nikitin
1980,Cuba,Alberto BLANCO FERNANDEZ,BRONZE,https://olympics.com/en/athletes/alberto-blanco-fernandez
1980,Bulgaria,Asen ZLATEV,GOLD,https://olympics.com/en/athletes/asen-zlatev
1980,Soviet Union,Oleksandr Perviy,SILVER,
1980,Bulgaria,Nedelcho KOLEV,BRONZE,https://olympics.com/en/athletes/nedelcho-kolev
1980,Soviet Union,Viktor MAZIN,GOLD,https://olympics.com/en/athletes/viktor-mazin
1980,Bulgaria,Stefan DIMITROV,SILVER,https://olympics.com/en/athletes/stefan-dimitrov-1
1980,Poland,Marek SEWERYN,BRONZE,https://olympics.com/en/athletes/marek-seweryn
1980,Soviet Union,Kanybek OSMONALIEV,GOLD,https://olympics.com/en/athletes/kanybek-osmonaliev
1980,Democratic People's Republic of Korea,Bong Chol HO,SILVER,https://olympics.com/en/athletes/bong-chol-ho
1980,Democratic People's Republic of Korea,Gyong Si HAN,BRONZE,https://olympics.com/en/athletes/gyong-si-han
1980,Hungary,Peter BACZAKO,GOLD,https://olympics.com/en/athletes/peter-baczako
1980,Bulgaria,Rumen ALEKSANDROV,SILVER,https://olympics.com/en/athletes/rumen-aleksandrov
1980,German Democratic Republic (Germany),Frank MANTEK,BRONZE,https://olympics.com/en/athletes/frank-mantek
1980,Soviet Union,Yuri Vardanyan,GOLD,
1980,Bulgaria,Blagoi BLAGOEV,SILVER,https://olympics.com/en/athletes/blagoi-blagoev
1980,Czechoslovakia,Dusan POLIACIK,BRONZE,https://olympics.com/en/athletes/dusan-poliacik
1980,Soviet Union,Leonid TARANENKO,GOLD,https://olympics.com/en/athletes/leonid-taranenko
1980,Bulgaria,Valentin CHRISTOV,SILVER,https://olympics.com/en/athletes/valentin-christov
1980,Hungary,György SZALAI,BRONZE,https://olympics.com/en/athletes/gyorgy-szalai
1980,Cuba,Daniel NUNEZ AGUIAR,GOLD,https://olympics.com/en/athletes/daniel-nunez-aguiar
1980,Soviet Union,Yurik SARKISIAN,SILVER,https://olympics.com/en/athletes/yurik-sarkisian
1980,Poland,Tadeusz DEMBONCZYK,BRONZE,https://olympics.com/en/athletes/tadeusz-dembonczyk
1980,Bulgaria,Yanko RUSEV,GOLD,https://olympics.com/en/athletes/yanko-rusev
1980,German Democratic Republic (Germany),Joachim KUNZ,SILVER,https://olympics.com/en/athletes/joachim-kunz
1980,Bulgaria,Mincho PASHEV,BRONZE,https://olympics.com/en/athletes/mincho-pashev
1980,France,Angelo PARISI,GOLD,https://olympics.com/en/athletes/angelo-parisi
1980,Bulgaria,Dimitar ZAPRIANOV,SILVER,https://olympics.com/en/athletes/dimitar-zaprianov
1980,Czechoslovakia,Vladimir KOCMAN,BRONZE,https://olympics.com/en/athletes/vladimir-kocman
1980,Yugoslavia,Radomir KOVACEVIC,BRONZE,https://olympics.com/en/athletes/radomir-kovacevic
1980,Switzerland,Jürg RÖTHLISBERGER,GOLD,https://olympics.com/en/athletes/jurg-rothlisberger
1980,Cuba,Isaac AZCUY OLIVA,SILVER,https://olympics.com/en/athletes/isaac-azcuy-oliva
1980,Soviet Union,Aleksandrs Jackēvičs,BRONZE,
1980,German Democratic Republic (Germany),Detlef ULTSCH,BRONZE,https://olympics.com/en/athletes/detlef-ultsch
1980,Belgium,Robert VAN DE WALLE,GOLD,https://olympics.com/en/athletes/robert-van-de-walle
1980,Soviet Union,Tengiz KHUBULURI,SILVER,https://olympics.com/en/athletes/tengiz-khubuluri
1980,German Democratic Republic (Germany),Dietmar LORENZ,BRONZE,https://olympics.com/en/athletes/dietmar-lorenz
1980,Netherlands,Henk NUMAN,BRONZE,https://olympics.com/en/athletes/henk-numan
1980,German Democratic Republic (Germany),Dietmar LORENZ,GOLD,https://olympics.com/en/athletes/dietmar-lorenz
1980,France,Angelo PARISI,SILVER,https://olympics.com/en/athletes/angelo-parisi
1980,Great Britain,Arthur MAPP,BRONZE,https://olympics.com/en/athletes/arthur-mapp
1980,Hungary,Andras OZSVAR,BRONZE,https://olympics.com/en/athletes/andras-ozsvar
1980,Soviet Union,Shota KHABARELI,GOLD,https://olympics.com/en/athletes/shota-khabareli
1980,Cuba,Juan FERRER,SILVER,https://olympics.com/en/athletes/juan-ferrer
1980,France,Bernard TCHOULLOUYAN,BRONZE,https://olympics.com/en/athletes/bernard-tchoullouyan
1980,German Democratic Republic (Germany),Harald HEINKE,BRONZE,https://olympics.com/en/athletes/harald-heinke
1980,France,Thierry REY,GOLD,https://olympics.com/en/athletes/thierry-rey
1980,Cuba,Jose RODRIGUEZ,SILVER,https://olympics.com/en/athletes/jose-rodriguez-1
1980,Hungary,Tibor KINCSES,BRONZE,https://olympics.com/en/athletes/tibor-kincses
1980,Soviet Union,Aramby Yemizh,BRONZE,
1980,Italy,Ezio GAMBA,GOLD,https://olympics.com/en/athletes/ezio-gamba
1980,Great Britain,Neil ADAMS,SILVER,https://olympics.com/en/athletes/neil-adams
1980,German Democratic Republic (Germany),Karl-Heinz LEHMANN,BRONZE,https://olympics.com/en/athletes/karl-heinz-lehmann
1980,Mongolia,Davaadalai Ravdangiin,BRONZE,
1980,Soviet Union,Nikolai SOLODUKHIN,GOLD,https://olympics.com/en/athletes/nikolai-solodukhin
1980,Mongolia,Damdin Tsendiin,SILVER,
1980,Bulgaria,Ilian NEDKOV,BRONZE,https://olympics.com/en/athletes/ilian-nedkov
1980,Poland,Janusz PAWLOWSKI,BRONZE,https://olympics.com/en/athletes/janusz-pawlowski
1980,Soviet Union,Irina KALININA,GOLD,https://olympics.com/en/athletes/irina-kalinina
1980,German Democratic Republic (Germany),Martina PROEBER,SILVER,https://olympics.com/en/athletes/martina-proeber
1980,German Democratic Republic (Germany),Karin GUTHKE,BRONZE,https://olympics.com/en/athletes/karin-guthke
1980,German Democratic Republic (Germany),Falk HOFFMANN,GOLD,https://olympics.com/en/athletes/falk-hoffmann
1980,Soviet Union,Vladimir Aleynik,SILVER,
1980,Soviet Union,Davit Hambardzumyan,BRONZE,
1980,German Democratic Republic (Germany),Martina JÄSCHKE,GOLD,https://olympics.com/en/athletes/martina-jaschke
1980,Soviet Union,Silva Emirzyan,SILVER,
1980,Soviet Union,Liana TSOTADZE,BRONZE,https://olympics.com/en/athletes/liana-tsotadze
1980,Soviet Union,Aleksandr PORTNOV,GOLD,https://olympics.com/en/athletes/aleksandr-portnov
1980,Mexico,Carlos GIRON,SILVER,https://olympics.com/en/athletes/carlos-giron
1980,Italy,Giorgio Franco CAGNOTTO,BRONZE,https://olympics.com/en/athletes/giorgio-franco-cagnotto
1980,France,Pascale TRINQUET-HACHIN,GOLD,https://olympics.com/en/athletes/pascale-trinquet-hachin
1980,Hungary,Magda MAROS,SILVER,https://olympics.com/en/athletes/magda-maros
1980,Poland,Barbara WYSOCZANSKA,BRONZE,https://olympics.com/en/athletes/barbara-wysoczanska
1980,Soviet Union,Volodymyr Smyrnov,GOLD,
1980,France,Pascal JOLYOT,SILVER,https://olympics.com/en/athletes/pascal-jolyot
1980,Soviet Union,Aleksander ROMANKOV,BRONZE,https://olympics.com/en/athletes/aleksander-romankov
1980,Soviet Union,Viktor KROVOPUSKOV,GOLD,https://olympics.com/en/athletes/viktor-krovopuskov
1980,Soviet Union,Mikhail BURTSEV,SILVER,https://olympics.com/en/athletes/mikhail-burtsev
1980,Hungary,Imre GEDOVARI,BRONZE,https://olympics.com/en/athletes/imre-gedovari
1980,Sweden,Johan HARMENBERG,GOLD,https://olympics.com/en/athletes/johan-harmenberg
1980,Hungary,Ernö KOLSZONAY,SILVER,https://olympics.com/en/athletes/erno-kolszonay
1980,France,Philippe RIBOUD,BRONZE,https://olympics.com/en/athletes/philippe-riboud
1980,Soviet Union,Aleksandrs Muzičenko,GOLD,
1980,Soviet Union,Valentyn MANKIN,GOLD,https://olympics.com/en/athletes/valentyn-mankin
1980,Austria,Hubert RAUDASCHL,SILVER,https://olympics.com/en/athletes/hubert-raudaschl
1980,Austria,Karl FERSTL,SILVER,https://olympics.com/en/athletes/karl-ferstl
1980,Italy,Alfio PERABONI,BRONZE,https://olympics.com/en/athletes/alfio-peraboni
1980,Italy,Giorgio GORLA,BRONZE,https://olympics.com/en/athletes/giorgio-gorla
1980,Brazil,Alexandre WELTER,GOLD,https://olympics.com/en/athletes/alexandre-welter
1980,Brazil,Lars Sigurd BJORKSTROM,GOLD,https://olympics.com/en/athletes/lars-sigurd-bjorkstrom
1980,Denmark,Per KJERGARD,SILVER,https://olympics.com/en/athletes/per-kjergard
1980,Denmark,Peter DUE,SILVER,https://olympics.com/en/athletes/peter-due
1980,Sweden,Göran MARSTRÖM,BRONZE,https://olympics.com/en/athletes/goran-marstrom
1980,Sweden,Jörgen RAGNARSSON,BRONZE,https://olympics.com/en/athletes/jorgen-ragnarsson
1980,Finland,Esko RECHARDT,GOLD,https://olympics.com/en/athletes/esko-rechardt
1980,Austria,Wolfgang MAYRHOFER,SILVER,https://olympics.com/en/athletes/wolfgang-mayrhofer
1980,Soviet Union,Andrei BALASHOV,BRONZE,https://olympics.com/en/athletes/andrei-balashov
1980,Brazil,Eduardo Henrique PENIDO,GOLD,https://olympics.com/en/athletes/eduardo-henrique-penido
1980,Brazil,Marcos Pinto Rizzo SOARES,GOLD,https://olympics.com/en/athletes/marcos-pinto-rizzo-soares
1980,German Democratic Republic (Germany),Egbert SWENSSON,SILVER,https://olympics.com/en/athletes/egbert-swensson
1980,German Democratic Republic (Germany),Jörn BOROWSKI,SILVER,https://olympics.com/en/athletes/jorn-borowski
1980,Finland,Georg TALLBERG,BRONZE,https://olympics.com/en/athletes/georg-tallberg
1980,Finland,Jouko LINDGREN,BRONZE,https://olympics.com/en/athletes/jouko-lindgren
1980,Spain,Alejandro ABASCAL GARCIA,GOLD,https://olympics.com/en/athletes/alejandro-abascal-garcia
1980,Spain,Miguel NOGUER CASTELLVI,GOLD,https://olympics.com/en/athletes/miguel-noguer-castellvi
1980,Ireland,David WILKINS,SILVER,https://olympics.com/en/athletes/david-wilkins
1980,Ireland,James WILKINSON,SILVER,https://olympics.com/en/athletes/james-wilkinson
1980,Hungary,Szabolcs DETRE,BRONZE,https://olympics.com/en/athletes/szabolcs-detre
1980,Hungary,Zsolt DETRE,BRONZE,https://olympics.com/en/athletes/zsolt-detre
1980,Soviet Union,Elena DAVYDOVA,GOLD,https://olympics.com/en/athletes/elena-davydova
1980,Romania,Nadia COMANECI,SILVER,https://olympics.com/en/athletes/nadia-comaneci
1980,German Democratic Republic (Germany),Maxi GNAUCK,SILVER,https://olympics.com/en/athletes/maxi-gnauck
1980,Soviet Union,Aleksandr Tkachov,GOLD,
1980,Soviet Union,Aleksandr DITYATIN,SILVER,https://olympics.com/en/athletes/aleksandr-dityatin
1980,German Democratic Republic (Germany),Roland BRÜCKNER,BRONZE,https://olympics.com/en/athletes/roland-bruckner
1980,Soviet Union,Nelli KIM,GOLD,https://olympics.com/en/athletes/nelli-kim
1980,Romania,Nadia COMANECI,GOLD,https://olympics.com/en/athletes/nadia-comaneci
1980,Soviet Union,Natalia SHAPOSHNIKOVA,BRONZE,https://olympics.com/en/athletes/natalia-shaposhnikova
1980,German Democratic Republic (Germany),Maxi GNAUCK,BRONZE,https://olympics.com/en/athletes/maxi-gnauck
1980,Romania,Nadia COMANECI,GOLD,https://olympics.com/en/athletes/nadia-comaneci
1980,Soviet Union,Elena DAVYDOVA,SILVER,https://olympics.com/en/athletes/elena-davydova
1980,Soviet Union,Natalia SHAPOSHNIKOVA,BRONZE,https://olympics.com/en/athletes/natalia-shaposhnikova
1980,German Democratic Republic (Germany),Maxi GNAUCK,GOLD,https://olympics.com/en/athletes/maxi-gnauck
1980,Romania,Emilia EBERLE,SILVER,https://olympics.com/en/athletes/emilia-eberle
1980,German Democratic Republic (Germany),Steffi KRÄKER,BRONZE,https://olympics.com/en/athletes/steffi-kraker
1980,Romania,Melita RÜHN,BRONZE,https://olympics.com/en/athletes/melita-ruhn
1980,Soviet Union,Maria FILATOVA,BRONZE,https://olympics.com/en/athletes/maria-filatova
1980,German Democratic Republic (Germany),Roland BRÜCKNER,GOLD,https://olympics.com/en/athletes/roland-bruckner
1980,Soviet Union,Nikolay ANDRIANOV,SILVER,https://olympics.com/en/athletes/nikolay-andrianov
1980,Soviet Union,Aleksandr DITYATIN,BRONZE,https://olympics.com/en/athletes/aleksandr-dityatin
1980,Bulgaria,Stoyan DELTCHEV,GOLD,https://olympics.com/en/athletes/stoyan-deltchev
1980,Soviet Union,Aleksandr DITYATIN,SILVER,https://olympics.com/en/athletes/aleksandr-dityatin
1980,Soviet Union,Nikolay ANDRIANOV,BRONZE,https://olympics.com/en/athletes/nikolay-andrianov
1980,Hungary,Zoltan MAGYAR,GOLD,https://olympics.com/en/athletes/zoltan-magyar
1980,Soviet Union,Aleksandr DITYATIN,SILVER,https://olympics.com/en/athletes/aleksandr-dityatin
1980,German Democratic Republic (Germany),Michael NIKOLAY,BRONZE,https://olympics.com/en/athletes/michael-nikolay
1980,Soviet Union,Aleksandr DITYATIN,GOLD,https://olympics.com/en/athletes/aleksandr-dityatin
1980,Soviet Union,Aleksandr Tkachov,SILVER,
1980,Czechoslovakia,Jiri TABAK,BRONZE,https://olympics.com/en/athletes/jiri-tabak
1980,Soviet Union,Natalia SHAPOSHNIKOVA,GOLD,https://olympics.com/en/athletes/natalia-shaposhnikova
1980,German Democratic Republic (Germany),Steffi KRÄKER,SILVER,https://olympics.com/en/athletes/steffi-kraker
1980,Romania,Melita RÜHN,BRONZE,https://olympics.com/en/athletes/melita-ruhn
1980,Soviet Union,Aleksandr DITYATIN,GOLD,https://olympics.com/en/athletes/aleksandr-dityatin
1980,Soviet Union,Nikolay ANDRIANOV,SILVER,https://olympics.com/en/athletes/nikolay-andrianov
1980,Bulgaria,Stoyan DELTCHEV,BRONZE,https://olympics.com/en/athletes/stoyan-deltchev
1980,Soviet Union,Nikolay ANDRIANOV,GOLD,https://olympics.com/en/athletes/nikolay-andrianov
1980,Soviet Union,Aleksandr DITYATIN,SILVER,https://olympics.com/en/athletes/aleksandr-dityatin
1980,German Democratic Republic (Germany),Roland BRÜCKNER,BRONZE,https://olympics.com/en/athletes/roland-bruckner
1980,Poland,Jan KOWALCZYK,GOLD,https://olympics.com/en/athletes/jan-kowalczyk
1980,Soviet Union,Nikolai KOROLKOV,SILVER,https://olympics.com/en/athletes/nikolai-korolkov
1980,Mexico,Joaquin PEREZ DE LA HERAS,BRONZE,https://olympics.com/en/athletes/joaquin-perez-de-la-heras
1980,Soviet Union,Sergei SUKHORUCHENKOV,GOLD,https://olympics.com/en/athletes/sergei-sukhoruchenkov
1980,Poland,Stanislaw LANG,SILVER,https://olympics.com/en/athletes/stanislaw-lang
1980,Soviet Union,Yuri BARINOV,BRONZE,https://olympics.com/en/athletes/yuri-barinov
