country_name,country_3_letter_code,slug_game,year,medal_type,count_medals
Poland,POL,athens-2004,2004,SILVER,2
Poland,POL,turin-2006,2006,BRONZE,1
Poland,POL,turin-2006,2006,SILVER,1
Poland,POL,beijing-2008,2008,BRONZE,2
Poland,POL,beijing-2008,2008,GOLD,4
Poland,POL,beijing-2008,2008,SILVER,5
Poland,POL,vancouver-2010,2010,BRONZE,2
Poland,POL,vancouver-2010,2010,GOLD,1
Poland,POL,vancouver-2010,2010,SILVER,3
Poland,POL,london-2012,2012,BRONZE,7
Poland,POL,london-2012,2012,GOLD,3
Poland,POL,london-2012,2012,SILVER,1
Poland,POL,sochi-2014,2014,BRONZE,1
Poland,POL,sochi-2014,2014,GOLD,4
Poland,POL,sochi-2014,2014,SILVER,1
Poland,POL,rio-2016,2016,BRONZE,6
Poland,POL,rio-2016,2016,GOLD,2
Poland,POL,rio-2016,2016,SILVER,3
Poland,POL,pyeongchang-2018,2018,BRONZE,1
Poland,POL,pyeongchang-2018,2018,GOLD,1
Poland,POL,tokyo-2020,2020,BRONZE,5
Poland,POL,tokyo-2020,2020,GOLD,4
Poland,POL,tokyo-2020,2020,SILVER,5
Poland,POL,beijing-2022,2022,BRONZE,1
Portugal,POR,paris-1924,1924,BRONZE,1
Portugal,POR,amsterdam-1928,1928,BRONZE,1
Portugal,POR,berlin-1936,1936,BRONZE,1
Portugal,POR,london-1948,1948,BRONZE,1
Portugal,POR,london-1948,1948,SILVER,1
Portugal,POR,helsinki-1952,1952,BRONZE,1
Portugal,POR,rome-1960,1960,SILVER,1
Portugal,POR,montreal-1976,1976,SILVER,2
Portugal,POR,los-angeles-1984,1984,BRONZE,2
Portugal,POR,los-angeles-1984,1984,GOLD,1
Portugal,POR,seoul-1988,1988,GOLD,1
Portugal,POR,atlanta-1996,1996,BRONZE,1
Portugal,POR,atlanta-1996,1996,GOLD,1
Portugal,POR,sydney-2000,2000,BRONZE,2
Portugal,POR,athens-2004,2004,BRONZE,1
Portugal,POR,athens-2004,2004,SILVER,2
Portugal,POR,beijing-2008,2008,GOLD,1
Portugal,POR,beijing-2008,2008,SILVER,1
Portugal,POR,london-2012,2012,SILVER,1
Portugal,POR,rio-2016,2016,BRONZE,1
Portugal,POR,tokyo-2020,2020,BRONZE,2
Portugal,POR,tokyo-2020,2020,GOLD,1
Portugal,POR,tokyo-2020,2020,SILVER,1
Puerto Rico,PUR,london-1948,1948,BRONZE,1
Puerto Rico,PUR,montreal-1976,1976,BRONZE,1
Puerto Rico,PUR,los-angeles-1984,1984,BRONZE,1
Puerto Rico,PUR,los-angeles-1984,1984,SILVER,1
Puerto Rico,PUR,barcelona-1992,1992,BRONZE,1
Puerto Rico,PUR,atlanta-1996,1996,BRONZE,1
Puerto Rico,PUR,london-2012,2012,BRONZE,1
Puerto Rico,PUR,london-2012,2012,SILVER,1
Puerto Rico,PUR,rio-2016,2016,GOLD,1
Puerto Rico,PUR,tokyo-2020,2020,GOLD,1
Qatar,QAT,barcelona-1992,1992,BRONZE,1
Qatar,QAT,sydney-2000,2000,BRONZE,1
Qatar,QAT,london-2012,2012,BRONZE,2
Qatar,QAT,rio-2016,2016,SILVER,1
Qatar,QAT,tokyo-2020,2020,BRONZE,1
Qatar,QAT,tokyo-2020,2020,GOLD,2
ROC,ROC,tokyo-2020,2020,BRONZE,22
ROC,ROC,tokyo-2020,2020,GOLD,20
ROC,ROC,tokyo-2020,2020,SILVER,28
ROC,ROC,beijing-2022,2022,BRONZE,14
ROC,ROC,beijing-2022,2022,GOLD,6
ROC,ROC,beijing-2022,2022,SILVER,12
Republic of Korea,KOR,london-1948,1948,BRONZE,2
Republic of Korea,KOR,helsinki-1952,1952,BRONZE,2
Republic of Korea,KOR,melbourne-1956,1956,BRONZE,1
Republic of Korea,KOR,melbourne-1956,1956,SILVER,1
Republic of Korea,KOR,tokyo-1964,1964,BRONZE,1
Republic of Korea,KOR,tokyo-1964,1964,SILVER,2
Republic of Korea,KOR,mexico-city-1968,1968,BRONZE,1
Republic of Korea,KOR,mexico-city-1968,1968,SILVER,1
Republic of Korea,KOR,munich-1972,1972,SILVER,1
Republic of Korea,KOR,montreal-1976,1976,BRONZE,4
Republic of Korea,KOR,montreal-1976,1976,GOLD,1
Republic of Korea,KOR,montreal-1976,1976,SILVER,1
Republic of Korea,KOR,los-angeles-1984,1984,BRONZE,7
Republic of Korea,KOR,los-angeles-1984,1984,GOLD,6
Republic of Korea,KOR,los-angeles-1984,1984,SILVER,6
Republic of Korea,KOR,seoul-1988,1988,BRONZE,11
Republic of Korea,KOR,seoul-1988,1988,GOLD,12
Republic of Korea,KOR,seoul-1988,1988,SILVER,10
Republic of Korea,KOR,albertville-1992,1992,BRONZE,1
Republic of Korea,KOR,barcelona-1992,1992,BRONZE,12
Republic of Korea,KOR,albertville-1992,1992,GOLD,2
Republic of Korea,KOR,barcelona-1992,1992,GOLD,12
Republic of Korea,KOR,albertville-1992,1992,SILVER,1
Republic of Korea,KOR,barcelona-1992,1992,SILVER,5
Republic of Korea,KOR,lillehammer-1994,1994,BRONZE,1
Republic of Korea,KOR,lillehammer-1994,1994,GOLD,4
Republic of Korea,KOR,lillehammer-1994,1994,SILVER,1
Republic of Korea,KOR,atlanta-1996,1996,BRONZE,5
Republic of Korea,KOR,atlanta-1996,1996,GOLD,7
Republic of Korea,KOR,atlanta-1996,1996,SILVER,15
Republic of Korea,KOR,nagano-1998,1998,BRONZE,2
Republic of Korea,KOR,nagano-1998,1998,GOLD,3
Republic of Korea,KOR,nagano-1998,1998,SILVER,1
Republic of Korea,KOR,sydney-2000,2000,BRONZE,10
Republic of Korea,KOR,sydney-2000,2000,GOLD,8
Republic of Korea,KOR,sydney-2000,2000,SILVER,10
Republic of Korea,KOR,salt-lake-city-2002,2002,GOLD,2
Republic of Korea,KOR,salt-lake-city-2002,2002,SILVER,2
Republic of Korea,KOR,athens-2004,2004,BRONZE,9
Republic of Korea,KOR,athens-2004,2004,GOLD,9
Republic of Korea,KOR,athens-2004,2004,SILVER,12
Republic of Korea,KOR,turin-2006,2006,BRONZE,2
Republic of Korea,KOR,turin-2006,2006,GOLD,6
Republic of Korea,KOR,turin-2006,2006,SILVER,3
Republic of Korea,KOR,beijing-2008,2008,BRONZE,8
Republic of Korea,KOR,beijing-2008,2008,GOLD,13
Republic of Korea,KOR,beijing-2008,2008,SILVER,11
Republic of Korea,KOR,vancouver-2010,2010,BRONZE,2
Republic of Korea,KOR,vancouver-2010,2010,GOLD,6
Republic of Korea,KOR,vancouver-2010,2010,SILVER,6
Republic of Korea,KOR,london-2012,2012,BRONZE,8
Republic of Korea,KOR,london-2012,2012,GOLD,13
Republic of Korea,KOR,london-2012,2012,SILVER,9
Republic of Korea,KOR,sochi-2014,2014,BRONZE,2
Republic of Korea,KOR,sochi-2014,2014,GOLD,3
Republic of Korea,KOR,sochi-2014,2014,SILVER,3
Republic of Korea,KOR,rio-2016,2016,BRONZE,9
Republic of Korea,KOR,rio-2016,2016,GOLD,9
Republic of Korea,KOR,rio-2016,2016,SILVER,3
Republic of Korea,KOR,pyeongchang-2018,2018,BRONZE,4
Republic of Korea,KOR,pyeongchang-2018,2018,GOLD,5
Republic of Korea,KOR,pyeongchang-2018,2018,SILVER,8
Republic of Korea,KOR,tokyo-2020,2020,BRONZE,10
Republic of Korea,KOR,tokyo-2020,2020,GOLD,6
Republic of Korea,KOR,tokyo-2020,2020,SILVER,4
Republic of Korea,KOR,beijing-2022,2022,BRONZE,2
Republic of Korea,KOR,beijing-2022,2022,GOLD,2
Republic of Korea,KOR,beijing-2022,2022,SILVER,5
Republic of Moldova,MDA,atlanta-1996,1996,BRONZE,1
Republic of Moldova,MDA,atlanta-1996,1996,SILVER,1
Republic of Moldova,MDA,sydney-2000,2000,BRONZE,1
Republic of Moldova,MDA,sydney-2000,2000,SILVER,1
Republic of Moldova,MDA,beijing-2008,2008,BRONZE,1
Republic of Moldova,MDA,tokyo-2020,2020,BRONZE,1
Romania,ROU,paris-1924,1924,BRONZE,1
Romania,ROU,berlin-1936,1936,SILVER,1
Romania,ROU,helsinki-1952,1952,BRONZE,2
Romania,ROU,helsinki-1952,1952,GOLD,1
Romania,ROU,helsinki-1952,1952,SILVER,1
Romania,ROU,melbourne-1956,1956,BRONZE,5
Romania,ROU,melbourne-1956,1956,GOLD,5
Romania,ROU,melbourne-1956,1956,SILVER,3
Romania,ROU,rome-1960,1960,BRONZE,6
Romania,ROU,rome-1960,1960,GOLD,3
Romania,ROU,rome-1960,1960,SILVER,1
Romania,ROU,tokyo-1964,1964,BRONZE,6
Romania,ROU,tokyo-1964,1964,GOLD,2
Romania,ROU,tokyo-1964,1964,SILVER,4
Romania,ROU,grenoble-1968,1968,BRONZE,1
Romania,ROU,mexico-city-1968,1968,BRONZE,5
Romania,ROU,mexico-city-1968,1968,GOLD,4
Romania,ROU,mexico-city-1968,1968,SILVER,6
Romania,ROU,munich-1972,1972,BRONZE,7
Romania,ROU,munich-1972,1972,GOLD,3
Romania,ROU,munich-1972,1972,SILVER,6
Romania,ROU,montreal-1976,1976,BRONZE,14
Romania,ROU,montreal-1976,1976,GOLD,4
Romania,ROU,montreal-1976,1976,SILVER,9
Romania,ROU,moscow-1980,1980,BRONZE,13
Romania,ROU,moscow-1980,1980,GOLD,6
Romania,ROU,moscow-1980,1980,SILVER,6
Romania,ROU,los-angeles-1984,1984,BRONZE,17
Romania,ROU,los-angeles-1984,1984,GOLD,20
Romania,ROU,los-angeles-1984,1984,SILVER,16
Romania,ROU,seoul-1988,1988,BRONZE,6
Romania,ROU,seoul-1988,1988,GOLD,7
Romania,ROU,seoul-1988,1988,SILVER,11
Romania,ROU,barcelona-1992,1992,BRONZE,8
Romania,ROU,barcelona-1992,1992,GOLD,4
Romania,ROU,barcelona-1992,1992,SILVER,6
Romania,ROU,atlanta-1996,1996,BRONZE,9
Romania,ROU,atlanta-1996,1996,GOLD,4
Romania,ROU,atlanta-1996,1996,SILVER,7
Romania,ROU,sydney-2000,2000,BRONZE,9
Romania,ROU,sydney-2000,2000,GOLD,11
Romania,ROU,sydney-2000,2000,SILVER,6
Romania,ROU,athens-2004,2004,BRONZE,6
Romania,ROU,athens-2004,2004,GOLD,8
Romania,ROU,athens-2004,2004,SILVER,5
Romania,ROU,beijing-2008,2008,BRONZE,4
Romania,ROU,beijing-2008,2008,GOLD,4
Romania,ROU,beijing-2008,2008,SILVER,1
Romania,ROU,london-2012,2012,BRONZE,2
Romania,ROU,london-2012,2012,GOLD,2
Romania,ROU,london-2012,2012,SILVER,5
Romania,ROU,rio-2016,2016,BRONZE,2
Romania,ROU,rio-2016,2016,GOLD,1
Romania,ROU,rio-2016,2016,SILVER,1
Romania,ROU,tokyo-2020,2020,GOLD,1
Romania,ROU,tokyo-2020,2020,SILVER,3
Russian Federation,RUS,london-1908,1908,GOLD,1
Russian Federation,RUS,london-1908,1908,SILVER,2
Russian Federation,RUS,stockholm-1912,1912,BRONZE,4
Russian Federation,RUS,stockholm-1912,1912,SILVER,2
Russian Federation,RUS,lillehammer-1994,1994,BRONZE,4
Russian Federation,RUS,lillehammer-1994,1994,GOLD,11
Russian Federation,RUS,lillehammer-1994,1994,SILVER,8
Russian Federation,RUS,atlanta-1996,1996,BRONZE,16
Russian Federation,RUS,atlanta-1996,1996,GOLD,26
Russian Federation,RUS,atlanta-1996,1996,SILVER,21
Russian Federation,RUS,nagano-1998,1998,BRONZE,3
Russian Federation,RUS,nagano-1998,1998,GOLD,9
Russian Federation,RUS,nagano-1998,1998,SILVER,6
Russian Federation,RUS,sydney-2000,2000,BRONZE,29
Russian Federation,RUS,sydney-2000,2000,GOLD,32
Russian Federation,RUS,sydney-2000,2000,SILVER,28
Russian Federation,RUS,salt-lake-city-2002,2002,BRONZE,4
Russian Federation,RUS,salt-lake-city-2002,2002,GOLD,5
Russian Federation,RUS,salt-lake-city-2002,2002,SILVER,4
Russian Federation,RUS,athens-2004,2004,BRONZE,36
Russian Federation,RUS,athens-2004,2004,GOLD,28
Russian Federation,RUS,athens-2004,2004,SILVER,26
Russian Federation,RUS,turin-2006,2006,BRONZE,8
Russian Federation,RUS,turin-2006,2006,GOLD,8
Russian Federation,RUS,turin-2006,2006,SILVER,6
Russian Federation,RUS,beijing-2008,2008,BRONZE,23
Russian Federation,RUS,beijing-2008,2008,GOLD,24
Russian Federation,RUS,beijing-2008,2008,SILVER,13
Russian Federation,RUS,vancouver-2010,2010,BRONZE,7
Russian Federation,RUS,vancouver-2010,2010,GOLD,3
Russian Federation,RUS,vancouver-2010,2010,SILVER,5
Russian Federation,RUS,london-2012,2012,BRONZE,28
Russian Federation,RUS,london-2012,2012,GOLD,20
Russian Federation,RUS,london-2012,2012,SILVER,19
Russian Federation,RUS,sochi-2014,2014,BRONZE,9
Russian Federation,RUS,sochi-2014,2014,GOLD,11
Russian Federation,RUS,sochi-2014,2014,SILVER,9
Russian Federation,RUS,rio-2016,2016,BRONZE,20
Russian Federation,RUS,rio-2016,2016,GOLD,19
Russian Federation,RUS,rio-2016,2016,SILVER,17
Samoa,SAM,beijing-2008,2008,SILVER,1
San Marino,SMR,tokyo-2020,2020,BRONZE,2
San Marino,SMR,tokyo-2020,2020,SILVER,1
Saudi Arabia,KSA,sydney-2000,2000,BRONZE,1
Saudi Arabia,KSA,sydney-2000,2000,SILVER,1
Saudi Arabia,KSA,london-2012,2012,BRONZE,1
Saudi Arabia,KSA,tokyo-2020,2020,SILVER,1
Senegal,SEN,seoul-1988,1988,SILVER,1
Serbia,SRB,beijing-2008,2008,BRONZE,2
Serbia,SRB,beijing-2008,2008,SILVER,1
Serbia,SRB,london-2012,2012,BRONZE,2
Serbia,SRB,london-2012,2012,GOLD,1
Serbia,SRB,london-2012,2012,SILVER,1
Serbia,SRB,rio-2016,2016,BRONZE,2
Serbia,SRB,rio-2016,2016,GOLD,2
Serbia,SRB,rio-2016,2016,SILVER,4
Serbia,SRB,tokyo-2020,2020,BRONZE,5
Serbia,SRB,tokyo-2020,2020,GOLD,3
Serbia,SRB,tokyo-2020,2020,SILVER,1
Serbia and Montenegro,SCG,atlanta-1996,1996,BRONZE,2
Serbia and Montenegro,SCG,atlanta-1996,1996,GOLD,1
Serbia and Montenegro,SCG,atlanta-1996,1996,SILVER,1
Serbia and Montenegro,SCG,sydney-2000,2000,BRONZE,1
Serbia and Montenegro,SCG,sydney-2000,2000,GOLD,1
Serbia and Montenegro,SCG,sydney-2000,2000,SILVER,1
Serbia and Montenegro,SCG,athens-2004,2004,SILVER,2
Singapore,SGP,rome-1960,1960,SILVER,1
Singapore,SGP,beijing-2008,2008,SILVER,1
Singapore,SGP,london-2012,2012,BRONZE,2
Singapore,SGP,rio-2016,2016,GOLD,1
Slovakia,SVK,atlanta-1996,1996,BRONZE,1
Slovakia,SVK,atlanta-1996,1996,GOLD,1
Slovakia,SVK,atlanta-1996,1996,SILVER,1
Slovakia,SVK,sydney-2000,2000,BRONZE,1
Slovakia,SVK,sydney-2000,2000,GOLD,1
Slovakia,SVK,sydney-2000,2000,SILVER,3
Slovakia,SVK,athens-2004,2004,BRONZE,2
Slovakia,SVK,athens-2004,2004,GOLD,2
Slovakia,SVK,athens-2004,2004,SILVER,2
Slovakia,SVK,turin-2006,2006,SILVER,1
Slovakia,SVK,beijing-2008,2008,GOLD,3
Slovakia,SVK,beijing-2008,2008,SILVER,3
Slovakia,SVK,vancouver-2010,2010,BRONZE,1
Slovakia,SVK,vancouver-2010,2010,GOLD,1
Slovakia,SVK,vancouver-2010,2010,SILVER,1
Slovakia,SVK,london-2012,2012,BRONZE,3
Slovakia,SVK,london-2012,2012,SILVER,1
Slovakia,SVK,sochi-2014,2014,GOLD,1
Slovakia,SVK,rio-2016,2016,GOLD,2
Slovakia,SVK,rio-2016,2016,SILVER,2
Slovakia,SVK,pyeongchang-2018,2018,GOLD,1
Slovakia,SVK,pyeongchang-2018,2018,SILVER,2
Slovakia,SVK,tokyo-2020,2020,BRONZE,1
Slovakia,SVK,tokyo-2020,2020,GOLD,1
Slovakia,SVK,tokyo-2020,2020,SILVER,2
Slovakia,SVK,beijing-2022,2022,BRONZE,1
Slovakia,SVK,beijing-2022,2022,GOLD,1
Slovenia,SLO,barcelona-1992,1992,BRONZE,2
Slovenia,SLO,lillehammer-1994,1994,BRONZE,3
Slovenia,SLO,atlanta-1996,1996,SILVER,2
Slovenia,SLO,sydney-2000,2000,GOLD,2
Slovenia,SLO,salt-lake-city-2002,2002,BRONZE,1
Slovenia,SLO,athens-2004,2004,BRONZE,3
Slovenia,SLO,athens-2004,2004,SILVER,1
Slovenia,SLO,beijing-2008,2008,BRONZE,2
Slovenia,SLO,beijing-2008,2008,GOLD,1
Slovenia,SLO,beijing-2008,2008,SILVER,2
Slovenia,SLO,vancouver-2010,2010,BRONZE,1
Slovenia,SLO,vancouver-2010,2010,SILVER,2
Slovenia,SLO,london-2012,2012,BRONZE,2
Slovenia,SLO,london-2012,2012,GOLD,1
Slovenia,SLO,london-2012,2012,SILVER,1
Slovenia,SLO,sochi-2014,2014,BRONZE,4
Slovenia,SLO,sochi-2014,2014,GOLD,2
Slovenia,SLO,sochi-2014,2014,SILVER,2
Slovenia,SLO,rio-2016,2016,BRONZE,1
Slovenia,SLO,rio-2016,2016,GOLD,1
Slovenia,SLO,rio-2016,2016,SILVER,2
Slovenia,SLO,pyeongchang-2018,2018,BRONZE,1
Slovenia,SLO,pyeongchang-2018,2018,SILVER,1
Slovenia,SLO,tokyo-2020,2020,BRONZE,1
Slovenia,SLO,tokyo-2020,2020,GOLD,3
Slovenia,SLO,tokyo-2020,2020,SILVER,1
Slovenia,SLO,beijing-2022,2022,BRONZE,2
Slovenia,SLO,beijing-2022,2022,GOLD,2
Slovenia,SLO,beijing-2022,2022,SILVER,3
South Africa,RSA,london-1908,1908,GOLD,1
South Africa,RSA,london-1908,1908,SILVER,1
South Africa,RSA,stockholm-1912,1912,GOLD,4
South Africa,RSA,stockholm-1912,1912,SILVER,2
South Africa,RSA,antwerp-1920,1920,BRONZE,3
South Africa,RSA,antwerp-1920,1920,GOLD,3
South Africa,RSA,antwerp-1920,1920,SILVER,4
South Africa,RSA,paris-1924,1924,BRONZE,1
South Africa,RSA,paris-1924,1924,GOLD,1
South Africa,RSA,paris-1924,1924,SILVER,1
South Africa,RSA,amsterdam-1928,1928,BRONZE,2
South Africa,RSA,amsterdam-1928,1928,GOLD,1
South Africa,RSA,los-angeles-1932,1932,BRONZE,3
South Africa,RSA,los-angeles-1932,1932,GOLD,2
South Africa,RSA,berlin-1936,1936,SILVER,1
South Africa,RSA,london-1948,1948,BRONZE,1
South Africa,RSA,london-1948,1948,GOLD,2
South Africa,RSA,london-1948,1948,SILVER,1
South Africa,RSA,helsinki-1952,1952,BRONZE,4
South Africa,RSA,helsinki-1952,1952,GOLD,2
South Africa,RSA,helsinki-1952,1952,SILVER,4
South Africa,RSA,melbourne-1956,1956,BRONZE,4
South Africa,RSA,rome-1960,1960,BRONZE,2
South Africa,RSA,rome-1960,1960,SILVER,1
South Africa,RSA,barcelona-1992,1992,SILVER,2
South Africa,RSA,atlanta-1996,1996,BRONZE,1
South Africa,RSA,atlanta-1996,1996,GOLD,3
South Africa,RSA,atlanta-1996,1996,SILVER,1
South Africa,RSA,sydney-2000,2000,BRONZE,3
South Africa,RSA,sydney-2000,2000,SILVER,2
South Africa,RSA,athens-2004,2004,BRONZE,2
South Africa,RSA,athens-2004,2004,GOLD,1
South Africa,RSA,athens-2004,2004,SILVER,3
South Africa,RSA,beijing-2008,2008,SILVER,1
South Africa,RSA,london-2012,2012,BRONZE,1
South Africa,RSA,london-2012,2012,GOLD,4
South Africa,RSA,london-2012,2012,SILVER,1
South Africa,RSA,rio-2016,2016,BRONZE,2
South Africa,RSA,rio-2016,2016,GOLD,2
South Africa,RSA,rio-2016,2016,SILVER,6
South Africa,RSA,tokyo-2020,2020,GOLD,1
South Africa,RSA,tokyo-2020,2020,SILVER,2
Soviet Union,URS,helsinki-1952,1952,BRONZE,19
Soviet Union,URS,helsinki-1952,1952,GOLD,22
Soviet Union,URS,helsinki-1952,1952,SILVER,30
Soviet Union,URS,cortina-d-ampezzo-1956,1956,BRONZE,6
Soviet Union,URS,melbourne-1956,1956,BRONZE,32
Soviet Union,URS,cortina-d-ampezzo-1956,1956,GOLD,7
Soviet Union,URS,melbourne-1956,1956,GOLD,37
Soviet Union,URS,cortina-d-ampezzo-1956,1956,SILVER,3
Soviet Union,URS,melbourne-1956,1956,SILVER,29
Soviet Union,URS,rome-1960,1960,BRONZE,31
Soviet Union,URS,squaw-valley-1960,1960,BRONZE,9
Soviet Union,URS,rome-1960,1960,GOLD,43
Soviet Union,URS,squaw-valley-1960,1960,GOLD,7
Soviet Union,URS,rome-1960,1960,SILVER,29
Soviet Union,URS,squaw-valley-1960,1960,SILVER,5
Soviet Union,URS,innsbruck-1964,1964,BRONZE,6
Soviet Union,URS,tokyo-1964,1964,BRONZE,35
Soviet Union,URS,innsbruck-1964,1964,GOLD,11
Soviet Union,URS,tokyo-1964,1964,GOLD,30
Soviet Union,URS,innsbruck-1964,1964,SILVER,8
Soviet Union,URS,tokyo-1964,1964,SILVER,31
Soviet Union,URS,grenoble-1968,1968,BRONZE,3
Soviet Union,URS,mexico-city-1968,1968,BRONZE,30
Soviet Union,URS,grenoble-1968,1968,GOLD,5
Soviet Union,URS,mexico-city-1968,1968,GOLD,29
Soviet Union,URS,grenoble-1968,1968,SILVER,5
Soviet Union,URS,mexico-city-1968,1968,SILVER,32
Soviet Union,URS,munich-1972,1972,BRONZE,22
Soviet Union,URS,sapporo-1972,1972,BRONZE,3
Soviet Union,URS,munich-1972,1972,GOLD,50
Soviet Union,URS,sapporo-1972,1972,GOLD,8
Soviet Union,URS,munich-1972,1972,SILVER,27
Soviet Union,URS,sapporo-1972,1972,SILVER,5
Soviet Union,URS,innsbruck-1976,1976,BRONZE,8
Soviet Union,URS,montreal-1976,1976,BRONZE,35
Soviet Union,URS,innsbruck-1976,1976,GOLD,13
Soviet Union,URS,montreal-1976,1976,GOLD,49
Soviet Union,URS,innsbruck-1976,1976,SILVER,6
Soviet Union,URS,montreal-1976,1976,SILVER,41
Soviet Union,URS,lake-placid-1980,1980,BRONZE,6
Soviet Union,URS,moscow-1980,1980,BRONZE,46
Soviet Union,URS,lake-placid-1980,1980,GOLD,10
Soviet Union,URS,moscow-1980,1980,GOLD,80
Soviet Union,URS,lake-placid-1980,1980,SILVER,6
Soviet Union,URS,moscow-1980,1980,SILVER,69
Soviet Union,URS,sarajevo-1984,1984,BRONZE,9
Soviet Union,URS,sarajevo-1984,1984,GOLD,6
Soviet Union,URS,sarajevo-1984,1984,SILVER,10
Soviet Union,URS,calgary-1988,1988,BRONZE,9
Soviet Union,URS,seoul-1988,1988,BRONZE,46
Soviet Union,URS,calgary-1988,1988,GOLD,11
Soviet Union,URS,seoul-1988,1988,GOLD,55
Soviet Union,URS,calgary-1988,1988,SILVER,9
Soviet Union,URS,seoul-1988,1988,SILVER,31
Spain,ESP,paris-1900,1900,GOLD,1
Spain,ESP,antwerp-1920,1920,SILVER,2
Spain,ESP,amsterdam-1928,1928,GOLD,1
Spain,ESP,los-angeles-1932,1932,BRONZE,1
Spain,ESP,london-1948,1948,SILVER,1
Spain,ESP,helsinki-1952,1952,SILVER,1
Spain,ESP,rome-1960,1960,BRONZE,1
Spain,ESP,munich-1972,1972,BRONZE,1
Spain,ESP,sapporo-1972,1972,GOLD,1
Spain,ESP,montreal-1976,1976,SILVER,2
Spain,ESP,moscow-1980,1980,BRONZE,2
Spain,ESP,moscow-1980,1980,GOLD,1
Spain,ESP,moscow-1980,1980,SILVER,3
Spain,ESP,los-angeles-1984,1984,BRONZE,2
Spain,ESP,los-angeles-1984,1984,GOLD,1
Spain,ESP,los-angeles-1984,1984,SILVER,2
Spain,ESP,seoul-1988,1988,BRONZE,2
Spain,ESP,seoul-1988,1988,GOLD,1
Spain,ESP,seoul-1988,1988,SILVER,1
Spain,ESP,albertville-1992,1992,BRONZE,1
Spain,ESP,barcelona-1992,1992,BRONZE,2
Spain,ESP,barcelona-1992,1992,GOLD,13
Spain,ESP,barcelona-1992,1992,SILVER,7
Spain,ESP,atlanta-1996,1996,BRONZE,6
Spain,ESP,atlanta-1996,1996,GOLD,5
Spain,ESP,atlanta-1996,1996,SILVER,6
Spain,ESP,sydney-2000,2000,BRONZE,5
Spain,ESP,sydney-2000,2000,GOLD,3
Spain,ESP,sydney-2000,2000,SILVER,3
Spain,ESP,athens-2004,2004,BRONZE,6
Spain,ESP,athens-2004,2004,GOLD,3
Spain,ESP,athens-2004,2004,SILVER,11
Spain,ESP,beijing-2008,2008,BRONZE,3
Spain,ESP,beijing-2008,2008,GOLD,5
Spain,ESP,beijing-2008,2008,SILVER,11
Spain,ESP,london-2012,2012,BRONZE,4
Spain,ESP,london-2012,2012,GOLD,4
Spain,ESP,london-2012,2012,SILVER,10
Spain,ESP,rio-2016,2016,BRONZE,6
Spain,ESP,rio-2016,2016,GOLD,7
Spain,ESP,rio-2016,2016,SILVER,4
Spain,ESP,pyeongchang-2018,2018,BRONZE,2
Spain,ESP,tokyo-2020,2020,BRONZE,6
Spain,ESP,tokyo-2020,2020,GOLD,3
Spain,ESP,tokyo-2020,2020,SILVER,8
Spain,ESP,beijing-2022,2022,SILVER,1
Sri Lanka,SRI,london-1948,1948,SILVER,1
Sri Lanka,SRI,sydney-2000,2000,SILVER,1
Sudan,SUD,beijing-2008,2008,SILVER,1
Suriname,SUR,seoul-1988,1988,GOLD,1
Suriname,SUR,barcelona-1992,1992,BRONZE,1
Sweden,SWE,paris-1900,1900,BRONZE,1
Sweden,SWE,london-1908,1908,BRONZE,11
Sweden,SWE,london-1908,1908,GOLD,8
Sweden,SWE,london-1908,1908,SILVER,6
Sweden,SWE,stockholm-1912,1912,BRONZE,17
Sweden,SWE,stockholm-1912,1912,GOLD,24
Sweden,SWE,stockholm-1912,1912,SILVER,24
Sweden,SWE,antwerp-1920,1920,BRONZE,25
Sweden,SWE,antwerp-1920,1920,GOLD,19
Sweden,SWE,antwerp-1920,1920,SILVER,20
Sweden,SWE,paris-1924,1924,BRONZE,12
Sweden,SWE,chamonix-1924,1924,GOLD,1
Sweden,SWE,paris-1924,1924,GOLD,4
Sweden,SWE,chamonix-1924,1924,SILVER,1
Sweden,SWE,paris-1924,1924,SILVER,13
Sweden,SWE,amsterdam-1928,1928,BRONZE,12
Sweden,SWE,st-moritz-1928,1928,BRONZE,1
Sweden,SWE,amsterdam-1928,1928,GOLD,6
Sweden,SWE,st-moritz-1928,1928,GOLD,2
Sweden,SWE,amsterdam-1928,1928,SILVER,6
Sweden,SWE,st-moritz-1928,1928,SILVER,2
Sweden,SWE,los-angeles-1932,1932,BRONZE,9
Sweden,SWE,lake-placid-1932,1932,GOLD,1
Sweden,SWE,los-angeles-1932,1932,GOLD,9
Sweden,SWE,lake-placid-1932,1932,SILVER,2
Sweden,SWE,los-angeles-1932,1932,SILVER,5
Sweden,SWE,berlin-1936,1936,BRONZE,8
Sweden,SWE,garmisch-partenkirchen-1936,1936,BRONZE,3
Sweden,SWE,berlin-1936,1936,GOLD,5
Sweden,SWE,garmisch-partenkirchen-1936,1936,GOLD,2
Sweden,SWE,berlin-1936,1936,SILVER,5
Sweden,SWE,garmisch-partenkirchen-1936,1936,SILVER,2
Sweden,SWE,london-1948,1948,BRONZE,17
Sweden,SWE,st-moritz-1948,1948,BRONZE,3
Sweden,SWE,london-1948,1948,GOLD,16
Sweden,SWE,st-moritz-1948,1948,GOLD,4
Sweden,SWE,london-1948,1948,SILVER,11
Sweden,SWE,st-moritz-1948,1948,SILVER,3
